,2014,2015,2016,2017,2018,2019,2020,2021,MAD
561421,1026.2,133.9,321.7,790.4,1005.7,1014.3,991.8,666.3,743.8
561422,2938.1,1742.5,3293.2,3204.3,3432.3,3006.9,3956.7,3509.7,3135.5
56143,667.7,290.5,258.8,790.1,753.0,442.9,420.3,564.4,523.5
561431,935.1,967.9,704.9,675.0,741.2,651.4,596.0,393.4,708.1
561439,1602.9,1258.4,446.1,115.1,11.8,208.5,175.7,170.9,498.7
56144,14.9,132.3,231.5,266.5,269.5,193.8,121.1,137.2,170.9
561440,14.9,132.3,231.5,266.5,269.5,193.8,121.1,137.2,170.9
56145,229.7,332.9,144.2,150.5,210.7,41.9,177.2,199.8,185.9
561450,229.7,332.9,144.2,150.5,210.7,41.9,177.2,199.8,185.9
56149,748.0,830.0,1182.5,1228.1,1017.1,1727.5,1565.6,1463.9,1220.3
561491,174.6,434.3,403.5,238.5,172.5,307.8,867.9,527.0,390.8
561492,458.6,285.5,452.3,471.7,577.1,696.4,791.9,892.8,578.3
561499,114.8,110.3,326.7,517.8,267.4,723.3,94.1,44.1,274.8
5615,896.6,890.2,962.5,1058.6,1018.4,1213.4,1831.3,1527.2,1174.8
56151,462.9,504.1,346.7,513.3,677.5,847.0,1231.2,1221.7,725.5
561510,462.9,504.1,346.7,513.3,677.5,847.0,1231.2,1221.7,725.5
56152,439.6,120.3,132.2,81.4,26.5,33.5,138.3,131.7,137.9
561520,439.6,120.3,132.2,81.4,26.5,33.5,138.3,131.7,137.9
56159,5.9,265.7,483.6,463.9,314.4,332.9,461.7,173.8,312.7
561591,128.3,196.6,233.9,361.9,248.8,318.5,493.9,317.8,287.4
561599,134.2,69.1,249.7,102.1,65.6,14.5,32.2,144.0,101.4
5616,491.1,606.7,513.5,279.1,569.6,243.7,407.0,49.2,395.0
56161,256.4,261.2,274.1,524.7,252.1,875.4,499.2,781.1,465.5
561611,1288.7,1056.6,1108.0,990.1,1065.4,738.5,711.0,907.9,983.3
561612,1002.8,844.4,1032.3,1088.4,716.5,1221.2,771.2,1341.5,1002.3
561613,542.3,473.4,349.8,426.4,601.0,392.8,439.0,347.5,446.5
56162,747.4,868.0,787.6,803.9,821.7,631.7,906.2,830.3,799.6
561621,351.0,325.3,307.5,290.3,292.8,188.7,254.5,105.6,264.5
561622,396.5,542.7,480.0,513.6,528.9,443.1,651.7,724.7,535.1
5617,960.9,380.2,431.6,332.2,275.0,683.0,528.9,678.1,533.7
56171,26.4,194.7,94.6,225.8,99.6,23.4,162.7,197.7,128.1
561710,26.4,194.7,94.6,225.8,99.6,23.4,162.7,197.7,128.1
56172,105.4,330.1,263.0,322.0,420.3,458.8,560.0,324.9,348.1
561720,105.4,330.1,263.0,322.0,420.3,458.8,560.0,324.9,348.1
56173,381.3,297.3,167.0,188.7,176.4,554.0,533.5,560.6,357.4
561730,381.3,297.3,167.0,188.7,176.4,554.0,533.5,560.6,357.4
56174,133.8,128.8,199.0,178.7,218.8,266.6,326.1,323.3,221.9
561740,133.8,128.8,199.0,178.7,218.8,266.6,326.1,323.3,221.9
56179,366.7,479.0,423.1,512.7,399.6,344.6,392.0,316.8,404.3
561790,366.7,479.0,423.1,512.7,399.6,344.6,392.0,316.8,404.3
5619,596.1,580.0,229.0,449.5,632.8,266.6,647.5,724.1,515.7
56191,259.5,133.2,194.9,98.9,89.5,87.0,91.8,200.8,144.4
561910,259.5,133.2,194.9,98.9,89.5,87.0,91.8,200.8,144.4
56192,266.4,280.5,186.2,172.6,310.4,280.6,451.8,596.3,318.1
561920,266.4,280.5,186.2,172.6,310.4,280.6,451.8,596.3,318.1
56199,589.3,432.6,237.7,375.7,411.9,72.9,287.5,328.5,342.0
561990,589.3,432.6,237.7,375.7,411.9,72.9,287.5,328.5,342.0
562,499.8,454.4,457.5,623.8,956.8,1340.2,553.4,417.7,663.0
5621,106.8,13.9,62.0,195.9,394.9,460.1,98.3,6.1,167.2
56211,106.8,13.9,62.0,195.9,394.9,460.1,98.3,6.1,167.2
562111,128.1,252.4,135.9,66.8,179.7,305.7,355.7,249.4,209.2
562112,77.2,50.0,27.7,8.8,32.6,34.4,44.7,75.4,43.8
562119,157.7,188.4,170.2,137.9,182.6,120.1,212.7,180.1,168.7
5622,81.1,205.0,143.4,143.2,176.9,90.4,68.6,64.1,121.6
56221,81.1,205.0,143.4,143.2,176.9,90.4,68.6,64.1,121.6
562211,48.4,160.5,159.0,190.5,219.6,146.9,81.4,90.9,137.2
562212,202.9,31.2,6.9,70.9,3.4,50.5,51.9,166.1,73.0
562213,3.8,17.7,17.4,0.9,17.6,9.4,3.9,8.6,9.9
562219,77.1,58.0,39.9,22.6,21.8,15.5,35.2,2.4,34.1
5629,474.1,263.3,252.1,284.7,385.0,789.7,583.1,475.7,438.5
56291,262.4,249.5,45.1,37.9,105.2,376.3,247.2,60.1,172.9
562910,262.4,249.5,45.1,37.9,105.2,376.3,247.2,60.1,172.9
56292,125.7,198.2,13.4,66.6,11.0,69.0,70.5,67.1,77.7
562920,125.7,198.2,13.4,66.6,11.0,69.0,70.5,67.1,77.7
56299,337.4,212.0,220.4,256.0,290.8,344.4,406.4,482.7,318.8
562991,493.7,271.0,396.0,346.9,330.7,397.4,498.5,433.2,395.9
562998,156.3,59.0,175.7,90.9,39.9,53.0,92.1,49.5,89.5
61,657.9,578.5,1139.3,881.1,1243.4,1573.1,2211.6,2443.2,1341.0
611,657.9,578.5,1139.3,881.1,1243.4,1573.1,2211.6,2443.2,1341.0
6111,1880.6,1739.9,2222.8,1763.0,3153.9,2618.4,2711.9,3314.6,2425.6
61111,1880.6,1739.9,2222.8,1763.0,3153.9,2618.4,2711.9,3314.6,2425.6
611110,1880.6,1739.9,2222.8,1763.0,3153.9,2618.4,2711.9,3314.6,2425.6
6112,933.8,447.9,1584.3,343.3,3989.6,2004.9,71.7,136.7,1189.0
61121,933.8,447.9,1584.3,343.3,3989.6,2004.9,71.7,136.7,1189.0
611210,933.8,447.9,1584.3,343.3,3989.6,2004.9,71.7,136.7,1189.0
6113,4020.2,3435.5,15868.2,15457.6,8459.4,6434.4,4333.8,4602.8,7826.5
61131,4020.2,3435.5,15868.2,15457.6,8459.4,6434.4,4333.8,4602.8,7826.5
611310,4020.2,3435.5,15868.2,15457.6,8459.4,6434.4,4333.8,4602.8,7826.5
6114,934.7,896.2,631.6,1190.7,1364.8,938.3,1192.3,1174.9,1040.4
61141,20.1,40.5,8.4,28.0,1.5,47.6,39.1,57.2,30.3
611410,20.1,40.5,8.4,28.0,1.5,47.6,39.1,57.2,30.3
61142,184.0,267.5,189.6,584.0,468.4,237.0,314.0,281.7,315.8
611420,184.0,267.5,189.6,584.0,468.4,237.0,314.0,281.7,315.8
61143,770.9,669.1,450.4,578.7,898.0,749.0,839.2,836.0,723.9
611430,770.9,669.1,450.4,578.7,898.0,749.0,839.2,836.0,723.9
6115,735.3,741.0,476.1,409.9,974.8,486.2,975.9,766.0,695.7
61151,735.3,741.0,476.1,409.9,974.8,486.2,975.9,766.0,695.7
611511,299.3,324.1,186.9,134.4,40.2,96.9,13.9,111.8,150.9
611512,250.3,315.4,239.5,407.4,116.3,371.2,282.7,10.3,249.1
611513,369.9,371.6,313.9,276.9,463.5,277.8,396.1,274.5,343.0
611519,316.4,360.7,214.9,405.9,354.7,482.7,311.1,390.0,354.6
6116,1590.0,1467.1,1687.1,1728.0,1988.7,1753.8,1632.0,1458.2,1663.1
61161,572.2,596.9,784.6,698.5,736.6,691.4,347.9,559.1,623.4
611610,572.2,596.9,784.6,698.5,736.6,691.4,347.9,559.1,623.4
61162,543.0,532.7,578.2,649.7,761.3,616.7,605.5,564.6,606.5
611620,543.0,532.7,578.2,649.7,761.3,616.7,605.5,564.6,606.5
61163,11.5,54.8,132.5,74.4,95.1,54.3,106.3,33.4,70.3
611630,11.5,54.8,132.5,74.4,95.1,54.3,106.3,33.4,70.3
61169,463.3,392.3,456.8,454.2,585.9,500.0,572.3,368.0,474.1
611691,96.0,20.4,51.0,32.6,38.4,19.2,121.5,77.5,57.1
611692,166.7,222.2,202.0,236.9,246.1,211.3,213.1,239.7,217.3
611699,200.6,149.8,203.8,184.7,301.4,308.0,237.8,50.7,204.6
6117,1049.0,1044.7,12572.4,12667.5,2051.9,2296.5,962.2,2211.9,4357.0
61171,1049.0,1044.7,12572.4,12667.5,2051.9,2296.5,962.2,2211.9,4357.0
611710,1049.0,1044.7,12572.4,12667.5,2051.9,2296.5,962.2,2211.9,4357.0
62,7181.4,7480.1,5924.7,6738.4,6786.1,5945.0,6232.0,5254.2,6442.7
621,538.7,341.1,706.1,687.9,223.7,114.1,95.8,407.6,389.4
6211,173.5,148.4,113.9,9.4,349.8,72.3,260.2,452.6,197.5
62111,173.5,148.4,113.9,9.4,349.8,72.3,260.2,452.6,197.5
621111,56.6,85.4,109.4,112.1,473.4,327.4,721.1,1012.9,362.3
621112,116.9,233.8,223.3,121.5,123.6,255.2,460.9,560.2,261.9
6212,172.4,217.3,211.3,290.4,275.5,218.2,183.8,8.2,197.1
62121,172.4,217.3,211.3,290.4,275.5,218.2,183.8,8.2,197.1
621210,172.4,217.3,211.3,290.4,275.5,218.2,183.8,8.2,197.1
6213,235.0,413.0,531.4,406.2,288.4,127.1,115.6,129.5,280.8
62131,255.2,347.9,357.9,196.0,178.5,125.2,130.2,100.6,211.5
621310,255.2,347.9,357.9,196.0,178.5,125.2,130.2,100.6,211.5
62132,46.1,72.7,727.6,114.3,94.6,92.8,593.9,542.2,285.5
621320,46.1,72.7,727.6,114.3,94.6,92.8,593.9,542.2,285.5
62133,183.4,178.6,213.6,317.2,408.1,365.0,273.0,415.4,294.3
621330,183.4,178.6,213.6,317.2,408.1,365.0,273.0,415.4,294.3
62134,188.1,270.2,312.5,260.8,386.2,388.5,297.1,366.3,308.7
621340,188.1,270.2,312.5,260.8,386.2,388.5,297.1,366.3,308.7
62139,61.6,84.0,455.3,39.5,182.7,118.2,584.3,562.3,261.0
621391,69.3,354.1,252.3,56.9,26.1,3.9,54.9,23.2,105.1
621399,7.7,270.1,707.6,96.4,156.6,122.1,529.4,539.1,303.6
6214,148.4,31.5,277.4,138.8,405.4,65.6,171.7,30.7,158.7
62141,142.4,130.2,100.2,73.8,55.0,192.1,90.7,57.6,105.3
621410,142.4,130.2,100.2,73.8,55.0,192.1,90.7,57.6,105.3
62142,99.5,216.5,70.2,230.2,240.5,308.1,233.2,9.6,176.0
621420,99.5,216.5,70.2,230.2,240.5,308.1,233.2,9.6,176.0
62149,390.2,315.3,447.7,442.8,701.0,565.8,495.6,78.8,429.7
621491,71.7,14.5,208.2,564.7,776.8,714.8,415.8,661.7,428.5
621492,266.9,36.1,66.3,101.4,281.4,218.0,349.4,139.0,182.3
621493,170.5,50.8,142.4,279.1,223.2,67.1,18.0,93.1,130.5
621498,222.2,315.5,315.5,55.8,134.0,299.9,287.6,537.0,270.9
6215,1617.9,1445.4,1145.7,1163.6,924.8,987.7,1016.7,1138.5,1180.0
62151,1617.9,1445.4,1145.7,1163.6,924.8,987.7,1016.7,1138.5,1180.0
621511,1090.4,868.1,797.7,950.5,633.5,721.8,832.4,775.3,833.7
621512,527.5,577.3,348.0,213.1,291.3,265.9,184.3,363.2,346.3
6216,757.9,983.2,219.1,239.4,10.9,428.4,129.8,79.0,356.0
62161,757.9,983.2,219.1,239.4,10.9,428.4,129.8,79.0,356.0
621610,757.9,983.2,219.1,239.4,10.9,428.4,129.8,79.0,356.0
6219,753.8,931.3,799.8,803.6,498.8,652.6,658.6,464.2,695.3
62191,837.0,1272.8,1281.8,1491.3,1170.6,1730.2,1418.8,1193.3,1299.5
621910,837.0,1272.8,1281.8,1491.3,1170.6,1730.2,1418.8,1193.3,1299.5
62199,83.2,341.5,482.0,687.7,671.8,1077.6,760.2,729.1,604.1
621991,285.2,335.4,94.4,12.4,205.8,232.9,143.8,74.5,173.0
621999,368.3,676.8,387.6,675.3,466.0,844.6,616.4,803.6,604.8
622,23956.7,23603.2,29157.9,26575.6,27841.7,26414.7,26932.7,25189.3,26209.0
6221,31150.0,30367.8,32856.5,27626.0,31241.8,28251.2,28916.4,27421.6,29728.9
62211,31150.0,30367.8,32856.5,27626.0,31241.8,28251.2,28916.4,27421.6,29728.9
622110,31150.0,30367.8,32856.5,27626.0,31241.8,28251.2,28916.4,27421.6,29728.9
6222,4148.9,4521.7,1869.2,1809.9,3618.3,2804.9,1997.5,3063.0,2979.2
62221,4148.9,4521.7,1869.2,1809.9,3618.3,2804.9,1997.5,3063.0,2979.2
622210,4148.9,4521.7,1869.2,1809.9,3618.3,2804.9,1997.5,3063.0,2979.2
6223,3044.5,2242.9,1829.4,759.5,218.2,968.3,13.9,830.6,1238.4
62231,3044.5,2242.9,1829.4,759.5,218.2,968.3,13.9,830.6,1238.4
622310,3044.5,2242.9,1829.4,759.5,218.2,968.3,13.9,830.6,1238.4
623,6001.2,6471.9,9349.9,10890.0,12410.1,8515.1,8944.6,10451.4,9129.3
6231,3624.1,3025.3,931.7,1808.4,739.8,2468.2,1261.9,276.5,1767.0
62311,3624.1,3025.3,931.7,1808.4,739.8,2468.2,1261.9,276.5,1767.0
623110,3624.1,3025.3,931.7,1808.4,739.8,2468.2,1261.9,276.5,1767.0
6232,5432.9,6149.9,6671.0,6967.1,4895.5,6495.7,4255.8,5664.2,5816.5
62321,452.4,350.3,386.3,1920.5,281.0,642.9,455.4,1349.0,729.7
623210,452.4,350.3,386.3,1920.5,281.0,642.9,455.4,1349.0,729.7
62322,4980.5,5799.6,6284.7,5046.6,4614.5,5852.8,3800.3,4315.2,5086.8
623220,4980.5,5799.6,6284.7,5046.6,4614.5,5852.8,3800.3,4315.2,5086.8
6233,2909.8,1983.3,1612.0,2688.2,1993.9,1550.0,1247.6,1233.1,1902.2
62331,2909.8,1983.3,1612.0,2688.2,1993.9,1550.0,1247.6,1233.1,1902.2
623311,649.5,68.9,200.8,597.3,45.9,3.1,324.7,139.8,253.8
623312,2260.3,1914.4,1812.9,2090.8,2039.8,1546.9,922.9,1093.3,1710.2
6239,1282.5,1364.0,1998.6,3043.2,4780.9,2937.5,4703.1,3277.7,2923.5
62399,1282.5,1364.0,1998.6,3043.2,4780.9,2937.5,4703.1,3277.7,2923.5
623990,1282.5,1364.0,1998.6,3043.2,4780.9,2937.5,4703.1,3277.7,2923.5
624,10235.4,9310.1,13177.1,8259.3,8421.8,11840.4,11660.3,9076.0,10247.6
6241,2103.4,1986.2,4097.7,3209.3,1925.8,2069.8,2502.7,1769.5,2458.0
62411,672.3,247.5,136.0,828.9,159.3,123.6,110.7,106.8,298.1
624110,672.3,247.5,136.0,828.9,159.3,123.6,110.7,106.8,298.1
62412,434.5,635.0,2885.1,1527.0,1135.6,1234.1,1803.2,956.6,1326.4
624120,434.5,635.0,2885.1,1527.0,1135.6,1234.1,1803.2,956.6,1326.4
62419,1865.6,2373.8,1076.6,853.4,631.0,712.1,588.8,706.1,1100.9
624190,1865.6,2373.8,1076.6,853.4,631.0,712.1,588.8,706.1,1100.9
6242,2127.5,3445.4,3558.4,1860.2,1432.8,5401.8,1958.8,1054.0,2604.9
62421,22.3,179.9,380.1,55.6,485.8,389.8,322.2,304.1,267.5
624210,22.3,179.9,380.1,55.6,485.8,389.8,322.2,304.1,267.5
62422,1585.8,2269.0,1623.7,1474.2,496.4,3154.2,1387.4,781.7,1596.6
624221,1237.2,1906.4,1338.8,1156.8,258.8,2538.2,1100.7,533.0,1258.7
624229,348.7,362.6,284.8,317.4,237.6,616.0,286.7,248.7,337.8
62423,519.3,996.4,1554.6,441.6,450.6,1857.8,249.2,31.7,762.7
624230,519.3,996.4,1554.6,441.6,450.6,1857.8,249.2,31.7,762.7
6243,4107.2,3780.6,5557.4,2527.3,4243.1,3200.0,5545.0,5479.2,4305.0
62431,4107.2,3780.6,5557.4,2527.3,4243.1,3200.0,5545.0,5479.2,4305.0
624310,4107.2,3780.6,5557.4,2527.3,4243.1,3200.0,5545.0,5479.2,4305.0
6244,1897.4,98.0,36.4,662.6,820.0,1168.9,1653.8,773.3,888.8
62441,1897.4,98.0,36.4,662.6,820.0,1168.9,1653.8,773.3,888.8
624410,1897.4,98.0,36.4,662.6,820.0,1168.9,1653.8,773.3,888.8
71,873.3,605.0,862.3,673.0,867.6,537.7,1036.1,480.0,741.9
711,855.8,823.8,857.7,484.0,686.9,551.8,610.3,472.3,667.8
7111,264.4,330.1,243.1,77.1,298.8,251.8,275.9,132.3,234.2
71111,37.5,49.0,31.1,104.7,38.4,24.9,72.5,94.4,56.5
711110,37.5,49.0,31.1,104.7,38.4,24.9,72.5,94.4,56.5
71112,100.2,115.6,2.1,65.4,227.3,176.5,9.3,44.3,92.6
711120,100.2,115.6,2.1,65.4,227.3,176.5,9.3,44.3,92.6
71113,188.2,261.0,247.6,158.0,198.4,147.4,260.9,139.5,200.1
711130,188.2,261.0,247.6,158.0,198.4,147.4,260.9,139.5,200.1
71119,139.0,135.7,24.4,41.6,88.5,47.2,96.8,43.0,77.0
711190,139.0,135.7,24.4,41.6,88.5,47.2,96.8,43.0,77.0
7112,19.6,218.3,89.8,351.6,151.6,304.7,1210.8,1017.1,420.4
71121,19.6,218.3,89.8,351.6,151.6,304.7,1210.8,1017.1,420.4
711211,559.8,254.8,201.4,382.5,235.3,157.2,1359.1,1447.9,574.7
711212,64.0,80.0,46.6,75.4,40.0,37.1,62.3,6.8,51.5
711219,604.2,116.5,337.8,106.3,123.7,110.3,210.6,437.6,255.9
7113,163.2,154.0,62.9,31.2,89.6,47.9,121.1,25.0,86.9
71131,16.2,200.2,121.4,157.1,136.2,147.2,921.5,143.6,230.4
711310,16.2,200.2,121.4,157.1,136.2,147.2,921.5,143.6,230.4
71132,147.0,354.2,184.3,188.3,225.8,195.1,1042.6,168.6,313.2
711320,147.0,354.2,184.3,188.3,225.8,195.1,1042.6,168.6,313.2
7114,124.8,276.3,278.2,594.6,160.8,15.9,1100.2,1101.6,456.6
71141,124.8,276.3,278.2,594.6,160.8,15.9,1100.2,1101.6,456.6
711410,124.8,276.3,278.2,594.6,160.8,15.9,1100.2,1101.6,456.6
7115,322.9,281.6,183.8,132.8,289.4,540.8,323.8,230.5,288.2
71151,322.9,281.6,183.8,132.8,289.4,540.8,323.8,230.5,288.2
711510,322.9,281.6,183.8,132.8,289.4,540.8,323.8,230.5,288.2
712,510.7,394.7,597.8,550.8,562.7,521.5,210.2,457.3,475.7
7121,510.7,394.7,597.8,550.8,562.7,521.5,210.2,457.3,475.7
71211,163.9,139.7,192.1,130.4,153.9,94.9,12.5,23.9,113.9
712110,163.9,139.7,192.1,130.4,153.9,94.9,12.5,23.9,113.9
71212,12.1,33.3,22.1,87.3,58.1,79.1,66.5,44.0,50.3
712120,12.1,33.3,22.1,87.3,58.1,79.1,66.5,44.0,50.3
71213,266.7,196.6,217.4,214.4,218.7,226.1,190.6,286.5,227.1
712130,266.7,196.6,217.4,214.4,218.7,226.1,190.6,286.5,227.1
71219,68.0,91.7,210.5,293.3,248.2,279.7,73.6,238.6,187.9
712190,68.0,91.7,210.5,293.3,248.2,279.7,73.6,238.6,187.9
713,528.3,175.9,602.4,739.8,743.4,507.4,636.0,464.9,549.8
7131,585.0,946.1,673.8,937.9,314.3,17.2,13.8,221.2,463.7
71311,1413.4,1679.9,1549.8,1803.1,1737.1,1749.2,1270.7,852.4,1507.0
713110,1413.4,1679.9,1549.8,1803.1,1737.1,1749.2,1270.7,852.4,1507.0
71312,828.4,733.7,876.0,865.3,1422.8,1766.4,1256.9,631.3,1047.6
713120,828.4,733.7,876.0,865.3,1422.8,1766.4,1256.9,631.3,1047.6
7132,213.3,380.0,253.7,300.5,221.1,91.4,43.2,224.8,216.0
71321,30.4,24.6,20.5,2.2,25.7,28.6,22.9,5.6,20.1
713210,30.4,24.6,20.5,2.2,25.7,28.6,22.9,5.6,20.1
71329,243.6,355.4,233.2,302.7,246.9,119.9,66.0,230.4,224.8
713290,243.6,355.4,233.2,302.7,246.9,119.9,66.0,230.4,224.8
7139,900.0,742.0,1022.5,1377.2,836.5,398.8,606.6,461.3,793.1
71391,611.7,883.2,894.6,753.6,1183.6,810.3,1342.0,1111.8,948.8
713910,611.7,883.2,894.6,753.6,1183.6,810.3,1342.0,1111.8,948.8
71393,293.2,453.7,663.1,546.6,398.0,304.2,194.6,337.5,398.9
713930,293.2,453.7,663.1,546.6,398.0,304.2,194.6,337.5,398.9
71394,611.5,535.7,701.5,628.4,605.2,308.2,675.9,468.3,566.8
713940,611.5,535.7,701.5,628.4,605.2,308.2,675.9,468.3,566.8
71395,189.9,225.5,284.7,32.1,118.5,20.4,35.8,52.9,120.0
713950,189.9,225.5,284.7,32.1,118.5,20.4,35.8,52.9,120.0
71399,417.1,410.2,267.8,923.7,898.4,617.1,1113.8,820.2,683.5
713990,417.1,410.2,267.8,923.7,898.4,617.1,1113.8,820.2,683.5
72,1654.4,1828.6,2428.1,1660.1,4191.4,1808.6,1916.4,1125.2,2076.6
721,1682.2,1817.5,2271.7,949.0,2026.7,1218.9,1463.2,785.9,1526.9
7211,1072.6,1228.1,1534.5,41.0,1123.8,551.8,672.8,200.8,803.2
72111,1001.3,1088.2,1533.7,280.4,1338.7,763.1,827.0,288.5,890.1
721110,1001.3,1088.2,1533.7,280.4,1338.7,763.1,827.0,288.5,890.1
72112,16.2,13.1,52.4,9.6,49.9,44.6,26.0,25.5,29.7
721120,16.2,13.1,52.4,9.6,49.9,44.6,26.0,25.5,29.7
72119,87.5,126.8,53.2,249.1,164.9,166.6,128.1,62.2,129.8
721191,306.6,334.0,386.6,262.6,227.0,249.7,190.4,208.1,270.6
721199,219.1,207.2,333.3,511.6,391.9,416.3,318.5,270.3,333.5
7212,597.8,693.8,828.8,943.2,972.9,722.9,780.3,637.4,772.1
72121,597.8,693.8,828.8,943.2,972.9,722.9,780.3,637.4,772.1
721211,244.2,276.6,331.9,377.2,511.9,371.9,549.7,494.3,394.7
721214,353.5,417.2,496.9,566.0,461.0,350.9,230.5,143.1,377.4
7213,11.8,104.3,91.6,35.2,70.0,55.9,10.1,52.4,53.9
72131,11.8,104.3,91.6,35.2,70.0,55.9,10.1,52.4,53.9
721310,11.8,104.3,91.6,35.2,70.0,55.9,10.1,52.4,53.9
722,27.9,11.0,156.4,711.1,2164.7,589.8,453.2,339.3,556.7
7223,194.8,755.1,387.2,945.8,292.9,541.9,212.8,866.8,524.7
72231,406.9,1082.6,854.9,1717.7,1320.3,1575.3,986.8,1651.5,1199.5
722310,406.9,1082.6,854.9,1717.7,1320.3,1575.3,986.8,1651.5,1199.5
72232,53.8,167.1,342.1,642.6,772.4,669.3,483.8,480.2,451.4
722320,53.8,167.1,342.1,642.6,772.4,669.3,483.8,480.2,451.4
72233,158.3,160.5,125.6,129.2,255.1,364.1,290.1,304.5,223.4
722330,158.3,160.5,125.6,129.2,255.1,364.1,290.1,304.5,223.4
7224,433.5,1072.6,741.9,1394.4,984.2,1107.1,564.1,1165.6,932.9
72241,433.5,1072.6,741.9,1394.4,984.2,1107.1,564.1,1165.6,932.9
722410,433.5,1072.6,741.9,1394.4,984.2,1107.1,564.1,1165.6,932.9
7225,266.6,306.5,198.4,262.5,1473.4,24.5,101.9,40.5,334.3
72251,266.6,306.5,198.4,262.5,1473.4,24.5,101.9,40.5,334.3
722511,130.2,90.7,115.9,57.5,94.1,190.6,48.5,311.6,129.9
722513,368.7,222.4,203.5,35.8,1309.7,105.9,40.4,181.6,308.5
722514,230.1,112.8,44.1,35.1,108.5,2.5,230.5,193.2,119.6
722515,462.4,119.4,76.9,275.8,149.3,106.8,136.8,22.8,168.8
81,281.0,442.7,461.7,61.3,262.3,251.3,348.9,226.2,291.9
811,8.8,53.6,122.4,4.3,180.3,112.8,116.0,83.4,85.2
8111,55.1,96.3,7.0,72.9,89.9,43.7,45.9,72.6,60.4
81111,18.6,8.2,162.7,110.2,190.7,38.3,25.4,90.7,80.6
811111,118.2,123.9,103.7,87.6,133.8,311.7,213.0,150.1,155.3
811112,124.2,133.6,132.1,43.0,83.2,93.5,98.3,118.1,103.3
811113,25.5,24.2,66.4,54.0,42.9,84.0,72.5,55.1,53.1
811118,0.9,6.2,200.7,100.8,198.4,96.0,67.6,67.5,92.3
81112,48.3,99.6,59.3,103.1,30.4,113.5,19.6,73.2,68.4
811121,359.7,583.2,445.1,381.6,270.6,420.9,346.7,119.7,365.9
811122,311.4,483.7,385.9,278.5,240.2,534.4,327.1,46.5,326.0
81119,11.8,11.5,96.4,80.1,70.4,31.5,40.1,55.1,49.6
811191,34.5,8.9,79.1,30.6,2.9,73.9,96.5,10.0,42.0
811192,119.1,171.9,282.1,285.4,226.6,274.1,233.9,186.7,222.5
811198,165.4,192.2,264.8,174.7,153.4,168.7,177.5,231.8,191.0
8112,62.4,21.2,30.3,48.5,36.0,61.2,180.9,61.0,62.7
81121,62.4,21.2,30.3,48.5,36.0,61.2,180.9,61.0,62.7
811211,50.1,34.0,66.3,32.7,53.9,102.4,213.8,174.1,90.9
811212,39.7,79.2,97.3,57.7,58.8,17.3,0.3,33.2,47.9
811213,73.3,34.7,2.8,37.6,9.5,0.2,34.3,91.3,35.5
811219,0.4,58.7,58.5,35.9,31.3,23.7,1.1,11.3,27.6
8113,247.2,143.4,119.4,141.0,164.0,164.5,197.3,183.3,170.0
81131,247.2,143.4,119.4,141.0,164.0,164.5,197.3,183.3,170.0
811310,247.2,143.4,119.4,141.0,164.0,164.5,197.3,183.3,170.0
8114,248.8,272.2,265.1,266.8,290.4,294.8,448.3,255.0,292.7
81141,91.7,101.1,113.2,148.0,160.4,134.4,171.2,74.4,124.3
811411,48.4,69.8,41.8,67.6,64.7,54.7,107.0,39.4,61.7
811412,43.3,31.3,71.4,80.4,95.7,79.7,64.2,35.0,62.6
81142,65.4,41.5,27.7,2.6,12.3,11.1,25.9,20.4,25.8
811420,65.4,41.5,27.7,2.6,12.3,11.1,25.9,20.4,25.8
81143,57.5,70.3,96.6,73.1,86.1,103.8,113.5,108.8,88.7
811430,57.5,70.3,96.6,73.1,86.1,103.8,113.5,108.8,88.7
81149,34.1,59.3,27.6,48.3,31.7,45.5,137.7,51.5,54.4
811490,34.1,59.3,27.6,48.3,31.7,45.5,137.7,51.5,54.4
812,119.3,8.2,160.9,196.8,195.9,193.4,156.2,167.7,149.8
8121,201.5,200.9,132.2,145.5,70.4,169.1,201.4,117.7,154.8
81211,487.1,443.8,398.4,287.9,139.1,189.5,217.0,57.3,277.5
812111,20.9,10.9,44.9,170.9,95.5,60.7,4.8,19.7,53.5
812112,7.6,48.7,6.1,20.2,58.1,24.5,69.8,1.3,29.5
812113,458.6,384.1,347.4,96.9,101.8,104.2,142.4,36.2,209.0
81219,285.7,243.0,266.2,142.5,68.7,20.4,15.6,60.3,137.8
812191,199.2,164.9,180.9,65.3,1.7,7.4,0.4,111.5,91.4
812199,86.5,78.1,85.3,77.1,67.0,13.0,15.3,51.2,59.2
8122,286.0,163.2,167.0,127.4,38.7,57.0,119.5,116.7,134.4
81221,536.7,438.8,398.9,356.6,272.2,321.6,346.2,349.5,377.6
812210,536.7,438.8,398.9,356.6,272.2,321.6,346.2,349.5,377.6
81222,250.8,275.7,231.8,229.2,233.5,264.6,226.7,232.9,243.1
812220,250.8,275.7,231.8,229.2,233.5,264.6,226.7,232.9,243.1
8123,390.3,403.0,543.7,473.7,429.3,407.9,345.9,300.8,411.9
81231,346.2,473.7,578.0,747.9,717.9,404.1,322.6,378.8,496.2
812310,346.2,473.7,578.0,747.9,717.9,404.1,322.6,378.8,496.2
81232,97.6,80.1,175.9,116.9,118.8,72.8,65.8,67.7,99.5
812320,97.6,80.1,175.9,116.9,118.8,72.8,65.8,67.7,99.5
