,2014,2015,2016,2017,2018,2019,2020,2021,MAD
333314,50.4,27.9,128.3,158.3,98.6,98.5,150.7,130.4,105.4
333316,187.8,199.7,148.3,210.2,245.8,192.9,356.6,327.6,233.6
333318,453.7,439.0,186.7,175.7,313.3,297.8,607.0,853.9,415.9
3334,1991.2,1988.4,1492.5,1105.1,1535.0,1889.9,1718.5,2158.1,1734.8
33341,1991.2,1988.4,1492.5,1105.1,1535.0,1889.9,1718.5,2158.1,1734.8
333413,52.5,23.0,189.3,139.9,31.9,59.2,60.1,94.2,81.3
333414,129.8,42.0,20.2,104.0,101.9,173.2,67.3,65.2,87.9
333415,2068.4,2053.5,1661.6,1349.0,1668.8,2003.8,1725.6,2129.1,1832.5
3335,933.0,1091.7,1098.0,1376.7,1342.5,1496.8,1167.5,1125.5,1204.0
33351,933.0,1091.7,1098.0,1376.7,1342.5,1496.8,1167.5,1125.5,1204.0
333511,350.3,369.5,416.6,438.0,398.6,501.8,388.7,489.5,419.1
333514,198.0,238.6,190.2,344.3,428.5,456.4,358.9,183.8,299.8
333515,128.0,114.4,147.9,72.4,107.3,147.2,45.7,184.5,118.4
333517,211.3,305.4,331.4,443.5,285.2,256.9,263.0,246.0,292.8
333519,45.4,63.8,11.9,78.5,122.8,134.5,111.2,21.7,73.7
3336,165.2,33.1,258.0,351.1,314.0,561.9,486.5,388.7,319.8
33361,165.2,33.1,258.0,351.1,314.0,561.9,486.5,388.7,319.8
333611,46.2,55.4,15.3,10.5,16.2,38.7,14.2,69.1,33.2
333612,46.1,111.7,38.2,88.7,218.8,50.5,56.0,10.3,77.5
333613,578.7,340.8,107.9,30.2,61.6,6.1,5.3,11.4,142.8
333618,413.4,430.2,388.8,399.1,454.9,579.8,551.3,479.6,462.1
3339,172.1,190.9,495.7,306.7,4.4,226.9,65.3,501.3,245.4
33391,143.9,149.5,135.9,126.8,95.8,317.8,157.3,277.4,175.6
333911,292.9,308.8,293.1,0.0,0.0,0.0,0.0,0.0,111.8
333912,135.5,147.0,144.9,151.4,183.9,207.1,80.4,150.5,150.1
333913,13.5,12.2,12.3,0.0,0.0,0.0,0.0,0.0,4.7
333914,0.0,0.0,0.0,24.6,88.0,110.6,76.9,126.9,53.4
33392,123.4,57.1,154.6,504.9,386.8,430.6,426.3,152.3,279.5
333921,3.4,1.2,33.6,11.0,57.1,79.4,96.9,15.8,37.3
333922,2.4,1.2,91.6,0.1,133.8,75.5,54.6,4.1,45.4
333923,88.5,12.7,20.0,31.5,17.1,30.3,47.9,251.0,62.4
333924,29.1,44.4,49.4,547.6,594.7,615.8,625.7,414.9,365.2
33399,439.4,397.6,477.0,684.9,295.4,339.7,334.2,376.2,418.0
333991,8.2,28.7,27.1,159.6,130.9,211.1,318.8,359.0,155.4
333992,10.4,30.8,38.0,162.5,127.0,309.8,292.9,271.5,155.4
333993,330.1,369.6,403.3,489.9,263.4,208.7,218.4,189.2,309.1
333994,133.9,134.4,117.5,63.2,37.7,17.0,39.9,29.7,71.7
333995,57.9,128.6,72.1,33.4,43.6,72.8,26.0,48.5,60.4
333996,250.5,237.7,14.2,149.2,245.6,196.1,108.5,80.3,160.3
333997,25.1,50.7,37.8,21.2,14.7,8.7,25.6,18.8,25.3
333999,277.3,207.0,228.7,223.3,185.5,129.9,209.9,295.3,219.6
334,1110.3,1277.0,598.6,875.9,1740.3,1886.5,2105.8,2253.7,1481.0
3341,13.0,17.5,486.8,85.9,93.1,146.8,256.2,301.7,175.1
33411,13.0,17.5,486.8,85.9,93.1,146.8,256.2,301.7,175.1
334111,75.5,87.5,77.1,108.4,442.8,85.9,177.8,551.2,200.8
334112,9.7,3.4,39.8,61.1,133.5,117.2,94.2,55.1,64.3
334118,72.2,73.4,603.8,133.2,483.2,178.2,172.6,304.7,252.7
3342,170.6,188.5,181.8,267.9,274.9,361.7,249.0,251.7,243.3
33421,47.7,41.6,26.0,76.0,66.0,76.1,130.2,119.9,72.9
334210,47.7,41.6,26.0,76.0,66.0,76.1,130.2,119.9,72.9
33422,69.0,110.5,120.7,152.1,111.3,190.8,27.8,48.0,103.8
334220,69.0,110.5,120.7,152.1,111.3,190.8,27.8,48.0,103.8
33429,53.9,36.4,35.1,39.8,97.6,94.9,91.0,83.7,66.6
334290,53.9,36.4,35.1,39.8,97.6,94.9,91.0,83.7,66.6
3343,123.1,340.8,198.4,139.4,140.0,418.9,177.8,229.0,220.9
33431,123.1,340.8,198.4,139.4,140.0,418.9,177.8,229.0,220.9
334310,123.1,340.8,198.4,139.4,140.0,418.9,177.8,229.0,220.9
3344,227.3,209.7,373.9,556.7,760.2,587.5,654.5,394.2,470.5
33441,227.3,209.7,373.9,556.7,760.2,587.5,654.5,394.2,470.5
334412,43.7,17.1,18.5,94.7,104.6,104.9,28.6,65.1,59.6
334413,121.2,118.5,75.5,80.1,43.0,96.2,46.4,26.5,75.9
334416,159.5,145.0,76.1,209.2,208.9,33.2,96.9,23.0,119.0
334417,71.5,25.1,30.8,52.9,31.0,55.0,76.5,77.1,52.5
334418,138.0,34.6,16.7,16.8,154.3,123.4,359.2,272.8,139.5
334419,163.6,46.3,255.0,208.8,280.5,284.7,199.9,83.9,190.3
3345,833.2,1056.0,985.2,586.6,976.3,945.1,731.4,906.6,877.5
33451,833.2,1056.0,985.2,586.6,976.3,945.1,731.4,906.6,877.5
334510,263.1,188.8,221.6,60.6,182.3,137.2,166.2,193.0,176.6
334511,142.0,137.5,29.0,14.8,116.3,147.4,137.9,173.5,112.3
334512,164.3,56.7,91.7,117.8,150.4,93.4,159.7,158.2,124.0
334513,125.4,51.9,80.3,156.5,69.3,25.7,0.6,106.2,77.0
334514,166.6,259.0,229.0,130.9,192.1,143.2,126.5,44.3,161.5
334515,85.6,36.4,35.3,65.4,124.7,103.1,9.9,124.4,73.1
334516,121.2,289.2,254.3,164.5,32.6,0.4,55.4,48.2,120.7
334517,211.7,318.0,214.4,169.7,49.7,148.0,1.9,8.4,140.2
334519,88.2,97.3,48.2,49.2,262.8,198.1,184.0,163.5,136.4
3346,10.7,146.1,257.1,310.1,224.3,264.3,392.6,628.6,279.2
33461,10.7,146.1,257.1,310.1,224.3,264.3,392.6,628.6,279.2
334613,154.7,73.2,191.8,94.4,90.0,25.8,13.7,13.8,82.2
334614,144.0,72.9,65.3,215.7,134.3,290.1,406.3,642.4,246.4
335,2268.9,2360.0,3672.4,3680.4,3012.5,3509.2,3220.0,4088.5,3226.5
3351,1207.4,1138.3,764.2,979.4,517.5,784.1,449.1,32.6,734.1
33511,34.8,235.0,238.1,27.5,51.6,41.1,60.8,55.8,93.1
335110,34.8,235.0,238.1,27.5,51.6,41.1,60.8,55.8,93.1
33512,1172.6,1373.3,1002.3,1007.0,569.1,825.2,509.9,23.2,810.3
335121,135.5,19.2,2.5,30.4,84.5,114.0,215.6,398.1,125.0
335122,1515.7,1446.8,1018.0,1017.8,777.8,1100.8,947.2,619.4,1055.4
335129,207.5,54.2,13.2,19.5,124.2,161.6,221.7,198.0,125.0
3352,1063.0,1229.9,1000.0,998.9,1206.9,1374.9,1327.9,1711.3,1239.1
33521,73.4,86.5,124.3,217.3,153.2,191.0,213.8,629.7,211.1
335210,73.4,86.5,124.3,217.3,153.2,191.0,213.8,629.7,211.1
33522,1136.4,1316.4,1124.3,1216.1,1360.1,1565.9,1541.6,1081.5,1292.8
335220,0.0,0.0,0.0,1216.1,1360.1,1565.9,1541.6,1081.5,845.7
335221,1136.4,1316.4,1124.3,0.0,0.0,0.0,0.0,0.0,447.1
3353,28.3,242.8,1400.2,1154.7,1155.6,1080.5,1232.5,1290.2,948.1
33531,28.3,242.8,1400.2,1154.7,1155.6,1080.5,1232.5,1290.2,948.1
335311,1075.3,910.6,604.7,584.5,560.6,674.4,621.6,405.5,679.7
335312,998.9,782.2,774.6,386.8,446.6,488.6,528.8,715.9,640.3
335313,175.9,136.8,63.7,37.7,87.7,61.9,17.9,106.2,86.0
335314,127.9,251.2,42.8,145.8,236.1,20.7,64.3,62.5,118.9
3359,26.8,234.5,507.9,547.4,132.6,269.7,210.6,1119.7,381.2
33591,869.7,343.5,902.3,613.9,400.0,660.7,683.8,832.5,663.3
335911,893.2,390.3,809.3,517.6,352.3,598.8,580.8,670.4,601.6
335912,23.5,46.8,92.9,96.3,47.6,61.9,103.1,162.1,79.3
33592,112.9,127.5,176.7,508.6,353.7,247.9,306.8,830.7,333.1
335921,98.6,99.3,130.8,178.4,69.8,186.6,167.7,283.0,151.8
335929,14.3,28.2,45.8,330.2,283.9,434.5,474.6,547.7,269.9
33593,223.6,251.7,176.8,71.3,134.0,35.2,168.0,21.0,135.2
335931,216.6,234.7,152.4,48.6,24.6,31.4,209.9,21.1,117.4
335932,7.0,17.0,24.4,22.6,109.4,66.6,41.9,42.1,41.4
33599,953.7,233.2,394.5,646.4,755.1,674.0,612.1,564.4,604.2
335999,953.7,233.2,394.5,646.4,755.1,674.0,612.1,564.4,604.2
336,14598.7,14383.6,13644.1,15413.3,8676.3,12123.0,10688.2,9977.6,12438.1
3361,193.8,1249.0,1280.2,605.4,550.9,696.8,977.8,1161.7,839.5
33611,261.4,1041.8,1170.7,519.0,529.9,695.2,972.6,1168.0,794.8
336111,9.9,653.9,535.6,570.7,984.0,1040.3,1433.4,1206.7,804.3
336112,251.5,387.9,635.2,51.7,454.1,345.1,460.8,38.7,328.1
33612,67.6,207.3,109.5,86.4,21.1,1.6,5.2,6.3,63.1
336120,67.6,207.3,109.5,86.4,21.1,1.6,5.2,6.3,63.1
3362,1085.5,1283.8,1833.8,947.4,154.6,764.8,1808.9,708.3,1073.4
33621,1085.5,1283.8,1833.8,947.4,154.6,764.8,1808.9,708.3,1073.4
336211,985.0,868.3,1220.7,1240.4,721.3,1376.6,758.5,808.7,997.5
336212,736.1,134.1,1146.8,530.9,407.4,151.7,1062.0,854.4,627.9
336213,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9
336214,650.6,281.5,533.8,824.0,1283.3,460.1,11.5,754.0,599.8
3363,2080.1,1387.1,2056.6,3116.8,3678.1,5133.0,3177.6,3385.3,3001.8
33631,239.7,102.3,152.0,77.9,68.3,41.7,185.5,174.3,130.2
336310,239.7,102.3,152.0,77.9,68.3,41.7,185.5,174.3,130.2
33632,644.6,883.1,1098.6,619.8,356.6,46.6,117.6,174.6,492.7
336320,644.6,883.1,1098.6,619.8,356.6,46.6,117.6,174.6,492.7
33633,525.5,424.3,434.1,509.5,345.4,78.8,209.2,318.6,355.7
336330,525.5,424.3,434.1,509.5,345.4,78.8,209.2,318.6,355.7
33634,809.9,751.3,1259.2,1322.3,1351.7,1334.4,1147.5,950.6,1115.8
336340,809.9,751.3,1259.2,1322.3,1351.7,1334.4,1147.5,950.6,1115.8
33635,135.9,298.2,380.7,659.5,662.2,291.3,831.2,821.8,510.1
336350,135.9,298.2,380.7,659.5,662.2,291.3,831.2,821.8,510.1
33636,99.6,37.5,136.6,36.8,68.4,204.3,107.3,121.6,101.5
336360,99.6,37.5,136.6,36.8,68.4,204.3,107.3,121.6,101.5
33637,1415.0,1387.3,1565.2,1792.2,1925.7,1845.6,1566.5,1353.5,1606.4
336370,1415.0,1387.3,1565.2,1792.2,1925.7,1845.6,1566.5,1353.5,1606.4
33639,500.9,134.3,566.0,886.9,937.5,1966.0,1914.4,2448.9,1169.4
336390,500.9,134.3,566.0,886.9,937.5,1966.0,1914.4,2448.9,1169.4
3364,9913.5,9502.4,8929.9,9844.3,5110.9,6361.9,6420.3,7423.7,7938.4
33641,9913.5,9502.4,8929.9,9844.3,5110.9,6361.9,6420.3,7423.7,7938.4
336411,8758.3,8238.6,7290.0,7887.1,3837.7,4128.1,4389.8,6436.2,6370.7
336412,614.8,835.8,1249.0,1605.9,2011.6,2195.1,1285.1,1889.5,1460.9
336413,600.7,578.8,265.8,367.3,242.7,532.6,1068.9,608.8,533.2
336414,123.1,173.7,44.4,49.7,50.7,7.3,34.3,86.4,71.2
336415,62.8,22.9,80.7,65.7,546.3,501.3,357.8,379.6,252.1
3365,428.7,1045.8,722.2,375.8,183.5,182.2,378.3,625.6,492.7
33651,428.7,1045.8,722.2,375.8,183.5,182.2,378.3,625.6,492.7
336510,428.7,1045.8,722.2,375.8,183.5,182.2,378.3,625.6,492.7
3366,972.0,643.9,13.2,733.4,159.5,360.0,429.1,1334.8,580.7
33661,972.0,643.9,13.2,733.4,159.5,360.0,429.1,1334.8,580.7
336611,441.0,85.6,15.6,108.3,259.7,426.0,348.3,931.3,327.0
336612,531.1,558.4,2.4,625.1,100.2,66.0,80.7,403.5,295.9
3369,1170.0,1363.1,252.6,541.8,166.0,291.3,889.1,675.6,668.7
33699,1170.0,1363.1,252.6,541.8,166.0,291.3,889.1,675.6,668.7
336991,175.8,396.4,414.4,372.7,714.5,1077.9,838.5,500.2,561.3
336992,0.3,20.0,38.9,67.0,24.7,7.0,23.7,111.4,36.6
336999,1345.5,1779.4,705.9,981.6,573.2,779.6,26.9,1064.3,907.0
337,3914.2,3952.8,3244.9,2050.1,1424.6,3162.7,1046.6,1864.7,2582.6
3371,4546.3,4461.5,3801.7,3468.0,2640.3,4033.3,1841.8,2285.4,3384.8
33711,3708.8,3450.1,3434.2,2945.7,2700.0,4216.4,2037.4,2300.5,3099.1
337110,3708.8,3450.1,3434.2,2945.7,2700.0,4216.4,2037.4,2300.5,3099.1
33712,837.5,1011.4,367.5,522.3,59.7,183.2,195.6,15.1,399.0
337121,190.2,94.2,50.3,3.6,192.0,222.3,52.0,132.5,117.1
337122,875.3,824.7,608.7,608.4,299.1,383.9,382.1,418.7,550.1
337124,172.7,187.2,296.7,363.4,193.4,9.8,156.3,106.1,185.7
337125,4.0,6.3,18.8,51.5,52.4,56.2,10.7,13.3,26.6
337127,16.4,100.0,468.8,401.6,412.6,278.7,380.0,208.5,283.3
3372,27.2,223.2,241.6,609.7,580.4,322.3,303.2,4.2,289.0
33721,27.2,223.2,241.6,609.7,580.4,322.3,303.2,4.2,289.0
337211,564.6,610.8,118.4,192.4,34.0,139.6,136.8,259.4,257.0
337212,250.8,460.9,386.7,431.5,328.9,252.7,344.1,744.9,400.1
337214,347.9,333.4,162.3,547.9,507.4,98.3,85.8,78.3,270.1
337215,61.4,39.7,135.7,300.9,367.9,337.1,424.8,411.4,259.8
3379,604.9,731.9,798.5,808.1,635.3,548.3,492.0,416.5,629.4
33791,567.5,617.1,547.0,642.0,484.9,413.2,396.8,328.6,499.6
337910,567.5,617.1,547.0,642.0,484.9,413.2,396.8,328.6,499.6
33792,37.4,114.8,251.5,166.2,150.3,135.1,95.2,87.9,129.8
337920,37.4,114.8,251.5,166.2,150.3,135.1,95.2,87.9,129.8
339,3945.2,4655.5,3345.2,2898.8,2295.8,2486.0,3423.1,3075.7,3265.7
3391,720.9,411.5,545.4,306.0,841.7,473.2,983.2,1248.2,691.3
33911,720.9,411.5,545.4,306.0,841.7,473.2,983.2,1248.2,691.3
339112,509.5,464.6,398.4,463.4,80.1,21.5,319.4,21.6,284.8
339113,289.5,249.3,482.8,388.7,281.0,803.3,496.4,251.8,405.3
339114,149.9,186.4,160.5,339.3,135.6,182.7,210.6,316.9,210.2
339115,116.2,27.2,53.8,166.3,21.7,27.0,468.2,66.7,118.4
339116,1253.9,911.8,1319.9,985.2,1045.5,1142.3,1417.8,1271.4,1168.5
3399,3224.2,4244.0,2799.8,2592.8,1454.1,2012.8,2439.9,1827.5,2574.4
33991,345.1,269.3,29.0,212.9,335.0,16.9,125.2,428.1,220.2
339910,345.1,269.3,29.0,212.9,335.0,16.9,125.2,428.1,220.2
33992,437.8,497.6,338.7,1.3,135.8,23.2,72.1,117.7,203.0
339920,437.8,497.6,338.7,1.3,135.8,23.2,72.1,117.7,203.0
33993,88.5,156.6,99.5,128.4,163.8,285.1,210.5,295.3,178.5
339930,88.5,156.6,99.5,128.4,163.8,285.1,210.5,295.3,178.5
33994,214.6,128.5,108.4,32.6,121.6,91.0,95.0,202.2,124.3
339940,214.6,128.5,108.4,32.6,121.6,91.0,95.0,202.2,124.3
33995,2736.3,3564.2,2338.8,2292.5,1429.4,2244.3,2243.9,1664.1,2314.2
339950,2736.3,3564.2,2338.8,2292.5,1429.4,2244.3,2243.9,1664.1,2314.2
33999,168.9,115.2,114.6,72.5,488.3,613.9,306.9,475.5,294.5
339991,25.2,5.3,24.3,31.8,7.1,91.9,116.9,46.1,43.6
339992,136.5,139.0,140.4,76.2,53.1,73.5,76.3,487.5,147.8
339993,599.4,250.6,269.1,136.7,104.5,169.6,190.8,65.8,223.3
339994,106.5,136.4,110.1,86.2,87.0,164.1,154.0,63.9,113.5
339995,45.7,252.8,282.5,326.2,444.9,435.9,345.1,64.6,274.7
339999,116.7,118.0,162.1,196.2,71.8,154.2,118.2,4.5,117.7
42,2911.4,2739.6,3191.8,3368.9,4173.4,3563.5,3881.0,3770.5,3450.0
423,295.7,43.0,89.9,93.6,192.8,134.5,169.7,420.3,179.9
4231,272.5,295.6,380.4,493.1,298.7,636.3,152.3,576.6,388.2
42311,249.3,470.0,821.4,717.0,797.8,955.7,320.3,399.0,591.3
423110,249.3,470.0,821.4,717.0,797.8,955.7,320.3,399.0,591.3
42312,45.6,40.2,303.4,60.5,318.2,287.3,1.7,385.1,180.2
423120,45.6,40.2,303.4,60.5,318.2,287.3,1.7,385.1,180.2
42313,235.8,203.9,245.9,157.9,173.9,255.2,38.5,9.4,165.1
423130,235.8,203.9,245.9,157.9,173.9,255.2,38.5,9.4,165.1
42314,258.2,338.1,383.6,321.4,354.8,287.3,204.8,198.1,293.3
423140,258.2,338.1,383.6,321.4,354.8,287.3,204.8,198.1,293.3
4232,85.5,117.7,96.7,54.1,18.1,21.2,5.9,121.7,65.1
42321,38.7,71.0,48.3,40.9,114.7,145.5,266.9,253.4,122.4
423210,38.7,71.0,48.3,40.9,114.7,145.5,266.9,253.4,122.4
42322,124.2,46.7,48.4,13.2,96.6,166.7,261.0,375.2,141.5
423220,124.2,46.7,48.4,13.2,96.6,166.7,261.0,375.2,141.5
4233,301.6,89.0,62.6,121.1,143.1,172.4,114.5,577.9,197.8
42331,4.8,75.0,226.3,160.3,293.4,300.5,268.5,180.4,188.6
423310,4.8,75.0,226.3,160.3,293.4,300.5,268.5,180.4,188.6
42332,175.8,110.0,142.0,148.3,277.6,209.9,259.5,475.3,224.8
423320,175.8,110.0,142.0,148.3,277.6,209.9,259.5,475.3,224.8
42333,84.3,55.4,17.4,78.4,80.3,226.3,189.9,296.0,128.5
423330,84.3,55.4,17.4,78.4,80.3,226.3,189.9,296.0,128.5
42339,36.6,1.4,4.3,54.6,78.6,36.7,66.5,13.0,36.5
423390,36.6,1.4,4.3,54.6,78.6,36.7,66.5,13.0,36.5
4234,400.9,331.5,397.5,254.3,212.5,140.8,296.8,1039.1,384.2
42341,10.7,44.7,64.8,86.3,62.5,42.8,25.7,59.5,49.6
423410,10.7,44.7,64.8,86.3,62.5,42.8,25.7,59.5,49.6
42342,100.1,307.6,70.9,118.8,166.9,174.6,214.4,263.4,177.1
423420,100.1,307.6,70.9,118.8,166.9,174.6,214.4,263.4,177.1
42343,121.5,58.5,50.1,190.3,285.6,544.1,325.0,342.5,239.7
423430,121.5,58.5,50.1,190.3,285.6,544.1,325.0,342.5,239.7
42344,26.8,67.0,300.1,84.7,376.9,192.0,3.9,41.4,136.6
423440,26.8,67.0,300.1,84.7,376.9,192.0,3.9,41.4,136.6
42345,224.5,160.9,236.3,192.3,802.1,1031.6,1061.6,1828.0,692.2
423450,224.5,160.9,236.3,192.3,802.1,1031.6,1061.6,1828.0,692.2
42346,44.1,73.7,179.9,87.3,94.5,163.1,129.5,97.2,108.7
423460,44.1,73.7,179.9,87.3,94.5,163.1,129.5,97.2,108.7
42349,105.3,40.4,197.7,432.3,153.2,141.5,74.1,103.9,156.1
423490,105.3,40.4,197.7,432.3,153.2,141.5,74.1,103.9,156.1
4235,82.3,303.8,223.9,29.8,137.8,151.3,46.5,58.4,129.2
42351,71.8,292.0,241.0,58.5,105.8,133.7,9.7,53.4,120.8
423510,71.8,292.0,241.0,58.5,105.8,133.7,9.7,53.4,120.8
42352,10.5,11.8,17.2,28.8,32.0,17.6,36.9,5.0,20.0
423520,10.5,11.8,17.2,28.8,32.0,17.6,36.9,5.0,20.0
4236,113.1,314.9,18.1,382.5,443.2,368.1,63.1,10.1,214.1
42361,377.5,59.6,62.7,176.1,58.1,108.8,184.3,309.9,167.1
423610,377.5,59.6,62.7,176.1,58.1,108.8,184.3,309.9,167.1
42362,24.2,8.0,239.2,141.5,30.9,17.2,30.3,95.0,73.3
423620,24.2,8.0,239.2,141.5,30.9,17.2,30.3,95.0,73.3
42369,240.2,247.3,194.6,347.9,470.4,459.7,217.1,225.0,300.3
423690,240.2,247.3,194.6,347.9,470.4,459.7,217.1,225.0,300.3
4237,56.6,139.1,25.4,46.6,132.4,53.9,370.8,381.5,150.8
42371,359.4,461.7,240.4,85.0,127.7,46.4,25.5,117.6,183.0
423710,359.4,461.7,240.4,85.0,127.7,46.4,25.5,117.6,183.0
42372,304.6,396.5,421.8,16.3,176.9,235.5,98.3,82.0,216.5
423720,304.6,396.5,421.8,16.3,176.9,235.5,98.3,82.0,216.5
42373,73.0,106.6,146.0,254.3,473.5,483.4,494.9,402.6,304.3
423730,73.0,106.6,146.0,254.3,473.5,483.4,494.9,402.6,304.3
42374,74.8,180.4,302.1,309.0,645.6,618.6,248.0,220.7,324.9
423740,74.8,180.4,302.1,309.0,645.6,618.6,248.0,220.7,324.9
4238,216.0,260.6,230.3,323.6,864.4,1052.4,579.5,407.5,491.8
42381,199.0,164.8,53.5,31.8,61.8,82.6,54.2,83.0,91.3
423810,199.0,164.8,53.5,31.8,61.8,82.6,54.2,83.0,91.3
42382,437.7,381.6,598.1,657.5,349.0,586.9,321.2,568.5,487.6
423820,437.7,381.6,598.1,657.5,349.0,586.9,321.2,568.5,487.6
42383,315.0,477.0,270.1,501.3,957.2,1024.7,684.6,252.6,560.3
423830,315.0,477.0,270.1,501.3,957.2,1024.7,684.6,252.6,560.3
42384,172.5,178.8,243.6,387.7,134.1,162.8,211.2,101.8,199.1
423840,172.5,178.8,243.6,387.7,134.1,162.8,211.2,101.8,199.1
42385,58.3,28.6,17.5,134.5,114.3,139.6,91.6,80.6,83.1
423850,58.3,28.6,17.5,134.5,114.3,139.6,91.6,80.6,83.1
42386,223.6,225.8,358.2,344.7,255.3,339.3,177.7,314.1,279.8
423860,223.6,225.8,358.2,344.7,255.3,339.3,177.7,314.1,279.8
4239,248.3,189.0,449.3,81.5,268.8,688.8,597.4,696.7,402.5
42391,93.9,173.9,25.3,102.7,45.0,200.1,94.9,209.4,118.2
423910,93.9,173.9,25.3,102.7,45.0,200.1,94.9,209.4,118.2
42392,119.4,141.2,81.6,107.7,43.4,129.9,101.6,132.8,107.2
423920,119.4,141.2,81.6,107.7,43.4,129.9,101.6,132.8,107.2
42393,15.6,7.1,24.0,130.8,269.7,133.8,126.3,54.6,95.2
423930,15.6,7.1,24.0,130.8,269.7,133.8,126.3,54.6,95.2
42394,90.7,157.6,166.9,174.2,177.3,155.2,140.4,158.1,152.5
423940,90.7,157.6,166.9,174.2,177.3,155.2,140.4,158.1,152.5
42399,147.6,57.0,202.2,33.2,272.8,337.4,386.8,251.0,211.0
423990,147.6,57.0,202.2,33.2,272.8,337.4,386.8,251.0,211.0
424,242.1,446.2,214.8,342.2,31.7,78.1,153.8,138.0,205.9
4241,373.2,717.1,361.4,496.6,389.8,318.6,302.8,217.2,397.1
42411,30.1,174.0,79.6,138.3,94.1,79.8,150.9,114.5,107.6
424110,30.1,174.0,79.6,138.3,94.1,79.8,150.9,114.5,107.6
42412,257.7,292.2,61.6,217.7,236.5,291.4,134.6,24.0,189.5
424120,257.7,292.2,61.6,217.7,236.5,291.4,134.6,24.0,189.5
42413,85.4,250.9,343.5,140.7,59.2,530.2,17.3,78.8,188.2
424130,85.4,250.9,343.5,140.7,59.2,530.2,17.3,78.8,188.2
4242,203.0,120.8,211.8,9.9,150.2,60.5,64.5,310.3,141.4
42421,203.0,120.8,211.8,9.9,150.2,60.5,64.5,310.3,141.4
424210,203.0,120.8,211.8,9.9,150.2,60.5,64.5,310.3,141.4
4243,1199.0,1171.4,1260.5,1538.0,1410.8,1317.8,1711.6,206.4,1226.9
42431,411.5,426.3,186.0,201.1,249.5,205.5,245.7,305.9,278.9
424310,411.5,426.3,186.0,201.1,249.5,205.5,245.7,305.9,278.9
42432,272.8,209.7,47.3,25.2,1.4,83.7,152.2,327.3,139.9
424320,272.8,209.7,47.3,25.2,1.4,83.7,152.2,327.3,139.9
42433,1903.5,1834.5,1513.2,1788.7,1738.3,1702.0,2141.1,1230.5,1731.5
424330,1903.5,1834.5,1513.2,1788.7,1738.3,1702.0,2141.1,1230.5,1731.5
42434,20.2,27.0,19.4,24.5,79.4,94.9,31.6,391.0,86.0
424340,20.2,27.0,19.4,24.5,79.4,94.9,31.6,391.0,86.0
4244,559.9,636.5,274.7,3.2,440.1,120.3,366.8,416.1,352.2
42441,1291.3,1004.6,874.7,684.7,1130.7,307.7,1091.8,950.9,917.1
424410,1291.3,1004.6,874.7,684.7,1130.7,307.7,1091.8,950.9,917.1
42442,104.2,187.7,146.1,52.9,231.6,134.0,35.3,31.7,115.4
424420,104.2,187.7,146.1,52.9,231.6,134.0,35.3,31.7,115.4
42443,44.3,135.8,45.0,42.7,445.5,503.7,571.9,653.2,305.3
424430,44.3,135.8,45.0,42.7,445.5,503.7,571.9,653.2,305.3
42444,284.9,105.7,6.4,117.1,49.2,57.1,128.9,22.8,96.5
424440,284.9,105.7,6.4,117.1,49.2,57.1,128.9,22.8,96.5
42445,703.4,448.1,547.8,538.5,447.6,610.7,521.5,363.7,522.7
424450,703.4,448.1,547.8,538.5,447.6,610.7,521.5,363.7,522.7
42446,81.6,159.6,123.4,8.7,48.0,229.0,65.0,27.6,92.9
424460,81.6,159.6,123.4,8.7,48.0,229.0,65.0,27.6,92.9
42447,234.6,63.3,124.8,129.6,502.3,224.9,30.4,14.8,165.6
424470,234.6,63.3,124.8,129.6,502.3,224.9,30.4,14.8,165.6
42448,479.5,426.4,533.6,723.8,311.6,508.5,285.9,528.9,474.8
424480,479.5,426.4,533.6,723.8,311.6,508.5,285.9,528.9,474.8
42449,171.1,627.9,680.3,680.3,882.0,1113.9,713.4,914.2,722.9
424490,171.1,627.9,680.3,680.3,882.0,1113.9,713.4,914.2,722.9
4245,16.8,122.2,69.7,58.6,147.8,66.2,111.4,70.3,82.9
42451,131.2,24.1,47.1,113.8,105.2,161.4,88.9,80.1,94.0
424510,131.2,24.1,47.1,113.8,105.2,161.4,88.9,80.1,94.0
42452,10.4,41.6,2.6,72.0,98.4,73.0,107.8,104.2,63.7
424520,10.4,41.6,2.6,72.0,98.4,73.0,107.8,104.2,63.7
42459,124.7,188.0,119.4,244.4,351.4,168.2,308.2,254.7,219.9
424590,124.7,188.0,119.4,244.4,351.4,168.2,308.2,254.7,219.9
4246,232.7,89.8,527.5,303.6,318.5,448.3,787.0,375.9,385.4
42461,317.2,210.4,194.5,239.7,188.0,107.9,131.2,105.1,186.7
424610,317.2,210.4,194.5,239.7,188.0,107.9,131.2,105.1,186.7
42469,84.4,120.6,333.0,63.9,130.5,340.4,655.8,270.8,249.9
424690,84.4,120.6,333.0,63.9,130.5,340.4,655.8,270.8,249.9
4247,716.4,759.2,767.4,1015.3,854.6,732.3,428.8,652.0,740.7
42471,181.9,328.1,340.3,392.2,316.7,331.7,85.1,12.8,248.6
424710,181.9,328.1,340.3,392.2,316.7,331.7,85.1,12.8,248.6
42472,534.5,431.1,427.1,623.1,537.8,400.5,343.7,664.9,495.3
